#OverwatchLeague Matches &amp; Other #eSports Events Cancelled Due To #Coronavirus Outbreak Details: https://buff.ly/2Ogsupk
"It's 6:30am in #Wuhan...they still have 3 hours and 30 minutes to leave town before the lockdown begins, if they haven't travelled home to celebrate #LunarNewYear already...some emergency... #coronavirus"
UPDATE: The Witcher Season 2 Production Halts Due to Coronavirus https://buff.ly/2WmWEf8 pic.twitter.com/3woiKz26xi
UPDATE: The Witcher Season 2 Production Halts Due to Coronavirus https://buff.ly/2WmWEf8 pic.twitter.com/3woiKz26xi
