"#coronavirusitaly Yk what's funny? They quarantined every city where  there is the Corona virus outbreak including Veneto, where Venice is situated. The Venice's Carnival is going to be celebrated and more than 12.000 people are attending. Events with large number of people-"
"This ain't it. A family who lives in the city that is now quarantined because of the Corona virus outbreak, is going back to Campany, the region where I live. https://twitter.com/neverajoy_gem/status/1231344576264318976 …"
