" PRESS RELEASE Government of #Belize Press Office. Update No. 2 on #coronavirus, now a Public Health Emergency ""The Ministry will be following the developments...the #Caribbean region still at low risk. One case of interest in Corozal, but to date, has no confirmed cases"""
"PRESS RELEASE Government of #Belize Press Office.  #Coronavirus ""... Ministry of Health Clarifies Rumored Case of COVID-19 in #Dangriga -south of - #Belize remains free of any case of COVID-19 and there is no suspected case at this time in the country""pic.twitter.com/8MdR52d5FT"
