Would be nice if places of worship followed what @VP has asked. In #Vegas they are not. #NotWise #coronavirus https://twitter.com/PaulStanleyLive/status/1241506090610647042 …
Would be nice if places of worship followed what @VP has asked. In #Vegas they are not. #NotWise #coronavirus https://twitter.com/PaulStanleyLive/status/1241506090610647042 …
