"""In December, just as the world was beginning to wake up to the coronavirus threat, the Chinese Twitter accounts, which at the time totaled around 100, were collectively publishing up to 4k posts each month. Now the combined monthly number has more than quadrupled to 17,000..."" "
Pentagon Spokesman Discusses Coronavirus Response Assistance https://www.defense.gov/Explore/News/Article/Article/2073075/pentagon-spokesman-discusses-coronavirus-response-assistance/#.Xjiy0yZIiBw.twitter …
