"Coronavirus: Passengers leave Diamond Princess amid criticism of Japan
 19 February 2020
Asia https://www.bbc.com/news/amp/world-asia-51555420?__twitter_impression=true …"
"Coronavirus: Ten passengers on cruise ship test positive for virus
05 February 2020
Asia https://www.bbc.com/news/amp/world-asia-51381594?__twitter_impression=true …"
