Coronavirus outbreak: 22-year-old Indian dies in Malaysia https://m.khaleejtimes.com/coronavirus-outbreak/coronavirus-outbreak-22-year-old-indian-dies-in-malaysia
"No, Coquitlam isn't going to bar people from China to quell coronavirus, says mayor https://www.tricitynews.com/news/no-coquitlam-isn-t-going-to-bar-people-from-china-to-quell-coronavirus-says-mayor-1.24074020 …"
Coronavirus update: B.C. doctor calls for calm in the Chinese community https://www.richmond-news.com/news/coronavirus-update-b-c-doctor-calls-for-calm-in-the-chinese-community-1.24073748 …
