"Confirmed!

Fourteen people in UK tested for coronavirus!
 https://news.sky.com/story/fourteen-people-in-uk-tested-for-coronavirus-11916186 … #WOLLIV #DoomsdayClock #PrinceCharles #paris #usa #Uk #london #CoronavirusOutbreak #wuhan #StarTrekPicard #Davos #BREAKING #NickiMinajIsComing"
If want to count on Chinese numbers...
I have the coronavirus
