"Amid coronavirus threat, Americans generally have a high level of trust in medical doctors https://pewrsr.ch/2U3EUTg "
"Seattle closing all public libraries, community centers, parks programs in bid to slow coronavirus https://www.seattletimes.com/seattle-news/seattle-closing-all-public-libraries-community-centers-parks-programs-in-bid-to-slow-coronavirus/?utm_source=twitter&utm_medium=social&utm_campaign=article_inset_1.1 … via @seattletimes"
