there's no way the coronavirus didn't leak out of the biotech level 4 lab in Wuhan
RT @SylvesterTurner: We are reopening our state at a fast pace. I agree with Dr. Fauci that we should practice the measures we were doing a…
RT @annoyingyang_: and y’all doing “y’all still wearing masks?” tweets. it’s madness.
RT @annoyingyang_: and y’all doing “y’all still wearing masks?” tweets. it’s madness.
these westlake ppl so worried about the corona virus but don’t wash their hands after they use the restroom
i heard white claw kills corona virus
