They said the corona virus comes from bat eaters.
"Watch @AgendaFreeTV's broadcast: Coronavirus Outbreak: 88,356 Cases - LIVE BREAKING NEWS VIRUS COVERAGE

https://www.pscp.tv/w/cSrsKjFwempNdmFPeXFCRWR8MVlwS2tRTXFwd3lKakLVIN2qXQt_aks5mZFFzXteCXV2KzKy4mYdKVrfuPM6 …"
