I just read an update on Washington Post.  Genome sequencing showed that It's a new coronavirus in the same family of viruses that cause SARS and MERS.  D:
"Sounds like you were collecting souvenirs in forms of colds >_<

Ummm, at least you didn't pick up that mysterious new coronavirus coming out of China ^^;;;;;"
