"No not tobacco problem,there's a fuckn virus,coronavirus! Nancy ur such a twit!! Abortions? GTFUP Nancyp! You are a disgusting person and I hope you are going,going,gone!!! https://twitter.com/charliekirk11/status/1233540815806398466 …"
"Republicans storm out of coronavirus briefing after Democrat rips Trump's response  https://politi.co/385uCr2  via @politico What the hell is wrong with you Dems,there's a killer virus around us and you have to blame Trump! GTFUP! U sound like 7 yr olds!"
