"Follow these coronavirus guidelines from the @WhiteHouse to keep our families and communities safe:
 Practice Social Distancing
 Listen to state and local authorities
 If you feel sick, stay home
 If you are in a high-risk group, stay home and away from otherspic.twitter.com/Ki0kMIVPL7"
"Follow these coronavirus guidelines from the @WhiteHouse to keep our families and communities safe:
 Practice Social Distancing
 Listen to state and local authorities
 If you feel sick, stay home
 If you are in a high-risk group, stay home and away from otherspic.twitter.com/Ki0kMIVPL7"
