"How can we have the same person in a movie  ""CONTAGION (  2012 )""  and the same person Trump has making him talk about corona virus in (2020)... We doomed!!!! https://www.instagram.com/p/B-A88P9JVn1921ezwWXXvyBAp8_W9PA1ooh5-U0/?igshid=1flbugpmz0t5x …"
"How can we have the same person in a movie  ""CONTAGION (  2012 )""  and the same person Trump has making him talk about corona virus in (2020)... We doomed!!!! https://www.instagram.com/p/B-A88P9JVn1921ezwWXXvyBAp8_W9PA1ooh5-U0/?igshid=1flbugpmz0t5x …"
