"Sen. Tom Cotton stands by startling theory on coronavirus origins: 'We need to be open to all possibilities'

Sen. Tom Cotton, R-Ark. stood by his earlier suggestion that the deadly coronavirus may have originated in a high-security biochemical lab in Wuh…https://lnkd.in/eqVcvu8 "
Major Tech Event Cancelled due to Coronavirus https://lnkd.in/ecTw8bF 
So as the truth begins to filter out mainstream media is making dire predictions of 2/3rds population could be infected with Coronavirus.  Also news coming out 75 to 100k dead from virus. https://lnkd.in/edAsGnM 
“I have dived into this rabbit hole.  It has scared the crap out of me.  But this video (and how quickly it is being scrubbed off the internet) shows that it is game on.  God Help Us All #coronavirus “ David Monjaras https://lnkd.in/eGKjPJE 
