".....but the lunatic heading the @officialEFCC claimed that #COVID19 was caused by corruption. WHAT A CLOWN! May be the clown and the lifeless effigy @MBuhari will handle it the way he's fighting selective ""corruption"" What a country! What a people!"
"BREAKING***
China built a new 1000-bed HOSPITAL in five days to treat victims of the new DEADLY CORONAVIRUS!
The @NGRPresident @MBuhari couldn't build a functioning Hospital in his country to take care his age long ailment (instead rushing to the UK)
@Amaka_Ekwo @C_Oranye
https://twitter.com/SkyNews/status/1220657164462837762 …"
