#meridenstarbucks did awesome job growing their business while #coronavirus 
Actor hit by car/ Restaurant owner makes creative proposal/ Troconis speaks out/ Grocery store worker dies of coronavirus: Month In Review https://trib.al/DG8Bdv9
Just got corona Virus looking at this piece of shit https://twitter.com/blunted215/status/1228387009405820928 …
