"MMOs should be holding Coronavirus themed events to promo themselves during the quarantine.

This is a good idea and probably wouldn't spark much backlash if done proper but no one will have the balls to do it."
"MMOs should be holding Coronavirus themed events to promo themselves during the quarantine.

This is a good idea and probably wouldn't spark much backlash if done proper but no one will have the balls to do it."
