Doctor bashes Trump’s claim ‘we have control over’ the coronavirus: ‘This was really disassociated from reality’ - https://www.rawstory.com/2020/03/doctor-bashes-trumps-claim-we-have-control-over-the-coronavirus-this-was-really-disassociated-from-reality/ …
Doctor bashes Trump’s claim ‘we have control over’ the coronavirus: ‘This was really disassociated from reality’ - https://www.rawstory.com/2020/03/doctor-bashes-trumps-claim-we-have-control-over-the-coronavirus-this-was-really-disassociated-from-reality/ …
