"Good evening, 

Hour of Power (H.O.P.) is cancelled due to everything going on concerning the coronavirus. Stay safe everyone and always remember to pray especially during times like this!"
"Good evening, 

Hour of Power (H.O.P.) is cancelled due to everything going on concerning the coronavirus. Stay safe everyone and always remember to pray especially during times like this!"
