NYC’s First Possible Coronavirus Patient Tested at Manhattan Hospital https://www.nbcnewyork.com/news/local/nycs-first-possible-coronavirus-patient-tested-at-manhattan-hospital/2275229/?_osource=db_npd_nbc_wnbc_twt_shr …
Diamond Princess: State Department flew #coronavirus-infected Americans to the US against CDC advice - The Washington Post https://www.washingtonpost.com/health/coronavirus-diamond-princess-cruise-americans/2020/02/20/b6f54cae-5279-11ea-b119-4faabac6674f_story.html …
"Dow futures tumble 1,000 points as all-out oil price war adds to coronavirus stress https://www.nbcnews.com/business/business-news/dow-futures-tumble-1-000-points-all-out-oil-price-n1152716 … via @nbcnews"
