Missing my girlies! #lovefam #familylove #threegenerations #London #londonlockdown #coronavirus #beforeCorona
"RT @Riyad_SRPharmS: #RiskAssessment #NHS #MustRead #GeneralPractice  

@NHSEngland “The government has issued guidance on shielding for peo…"
RT @GeriSoc: 🚨NEW @NHSEngland GUIDANCE🚨 'Pulse oximetry to detect early deterioration of patients with #COVID19 in primary and community ca…
