"US Twitter Moment・World news／2020-01-16(Japan Date)
 「Japan confirms its first case of the SARS-like coronavirus」（@QuickTake）
A Tokyo man is Japan's first patient infected with the mysterious coronavirus. The outbreak of mysterious…
https://twitter.com/i/moments/1217743831027728385 …"
