"#DonaldTrump is a lying sack of shit.
https://www.politifact.com/factchecks/2020/mar/17/donald-trump/donald-trump-falsely-says-who-coronavirus-test-was/ …
#Republicans #coronavirus #TrumpPressConference #TrumpLiesEverytimeHeSpeaks"
"#DonaldTrump is a lying sack of shit.
https://www.politifact.com/factchecks/2020/mar/17/donald-trump/donald-trump-falsely-says-who-coronavirus-test-was/ …
#Republicans #coronavirus #TrumpPressConference #TrumpLiesEverytimeHeSpeaks"
