Instead of the #debate I think @JoeBiden and @BernieSanders should just spend the next hour or so explaining every single detail as to how @realDonaldTrump is mishandling #coronavirus and literally killing people.
Instead of the #debate I think @JoeBiden and @BernieSanders should just spend the next hour or so explaining every single detail as to how @realDonaldTrump is mishandling #coronavirus and literally killing people.
