Costco $COST may be one of a very few company that benefit for #coronavirus $ZM is another with companies curtailing travel leading to increase demand for Zoom’s video conference subscriptionshttps://twitter.com/zaldytor/status/1234265230751887360 …
"Looks like they only tested 46 out of 3,500 on board and out of 46, 21 infected. This may be the final nail on the coffin for the cruise ship industry #coronavirus #covid19

21 on cruise ship off California test positive for virus | KOMOhttp://abc3340.com/news/nation-world/21-on-cruise-ship-off-california-test-positive-for-virus-03-06-2020 …"
