Tim Cook Says Apple Will Donate to Coronavirus Relief Efforts in China https://ift.tt/2tQ2zh6 
Over Half of Apple's Retail Stores in China Reopened Amid Ongoing Coronavirus Outbreak https://ift.tt/32maW0G 
