"The corona virus/covid-19 is now officially called ""the Chinese Virus"". Take note. https://twitter.com/realDonaldTrump/status/1239685852093169664 …"
"The corona virus/covid-19 is now officially called ""the Chinese Virus"". Take note. https://twitter.com/realDonaldTrump/status/1239685852093169664 …"
