"THIS:
'Sacrificial lambs': Teachers plead for coronavirus shutdown #auspol #shutitdown #shuttheschools #LNPfail"
"Casinos and gamblign places are bsing in high rolling cashed up retired pensioners, well thier goes your families life savings kids, LNP want there cock suck and spooge win  whent he economy crashes,  grandpa at the pokies hole like at the gambling war #coronavirus #auspol"
"THIS:
'Sacrificial lambs': Teachers plead for coronavirus shutdown #auspol #shutitdown #shuttheschools #LNPfail"
"Casinos and gamblign places are bsing in high rolling cashed up retired pensioners, well thier goes your families life savings kids, LNP want there cock suck and spooge win  whent he economy crashes,  grandpa at the pokies hole like at the gambling war #coronavirus #auspol"
