"Let's see - who hasn't inept, crooked, ol' Trump blamed for his massive coronavirus failures yet?

Maybe Don the Con will blame the .@Pontifex  - even God next! #WhatALoser #TrumpIsTheWORSTPresidentEVER"
"Let's see - who hasn't inept, crooked, ol' Trump blamed for his massive coronavirus failures yet?

Maybe Don the Con will blame the .@Pontifex  - even God next! #WhatALoser #TrumpIsTheWORSTPresidentEVER"
