Little to no testing and not releasing coronavirus death data equals no #Covid_19 problem. How many other states will use this approach?
"It's not PC to point this out, but who besides God knows how many COVID-19 Carriers are running loose in our country? We don't even really know how many Illegals are among us, and ""Illegal Immigrants"" are the perfect demographic for a Coronavirus pandemic.
CLOSE OUR BORDERS NOW! pic.twitter.com/Qpdq6XTO9P"
