"How many Swiss, German, Austrian, Slovenian, Croatian, hospitals are there within a reasonable distance of the Italian border? Corona virus is showing up a lot of social constructs, and borders is one"
"How many Swiss, German, Austrian, Slovenian, Croatian, hospitals are there within a reasonable distance of the Italian border? Corona virus is showing up a lot of social constructs, and borders is one"
