"AI Predicts Coronavirus Could Infect 2.5 Billion And Kill 53 Million. 
https://www.forbes.com/sites/johnkoetsier/2020/02/05/ai-predicts-coronavirus-could-infect-25b-and-kill-53m-doctors-say-thats-not-credible-and-heres-why/#2a01723c11cd …"
