Hungary and Greece are closing their borders to asylum seekers amid the coronavirus outbreak http://dlvr.it/RR3K48 
Cruise giant Carnival has seen its market value plunge by nearly 50% since the coronavirus outbreak started (CCL) http://dlvr.it/RRKwdZ 
