#coronavirus update 
this is going to be a real travel mess with a 2 week window of how long the #coronavirus symptoms take to appear. https://twitter.com/lookner/status/1219748181078159361 …
this makes me nauseous because we know it's true. #COVID2019 #coronavirus https://twitter.com/Mikel_Jollett/status/1237134832070619137 …
