Yup it’s from water where they have Montezumas Revenge.  And then in beer it’s called Coronavirus #not #mexico https://twitter.com/FOXLA/status/1222661130935386112 …
"@DrEricDing 
Watch ""ALERT: Int.'l Espionage at Center of Coronavirus Outbreak!"" on YouTube
https://youtu.be/zVGhHn8NeIg "
