"I'm not leaving home until maybe September, just in case. #coronavirus"
"China constructed a huge hospital in just ten days? 

If the #coronavirus doesn't kill the patients, shoddy construction might."
Wouldn't restoring funding to the CDC and NIH do more to stop coronavirus than merely blocking people from entering? The virus is already here. #coronavirus
