NSW has the most number of coronavirus cases but y’all still out and about soaking up the sun on bondi huh? fkn idiots u guys can cop it
NSW has the most number of coronavirus cases but y’all still out and about soaking up the sun on bondi huh? fkn idiots u guys can cop it
