"What are the 'real' numbers?Coronavirus death toll surpasses 1,000 in China with over 43,000 infected worldwide — RT World News https://www.rt.com/news/480538-china-coronavirus-1000-deaths/ …"
1) For realz. What I found appalling is the fact that there are approx 352 cases of #Covid_19 #coronavirus in the Detroit metro area and the CDC is only “monitoring” them and not quarantining them?!??! Wtf is really going on?! This legit has me concerned AF.
