On oublie pas lol.
En shit
T'as fait partie du programme young leader ?
Absolument pas suffit de lire ce threadhttps://twitter.com/RestitutorOrien/status/1033472297716338688?s=19 …
Shakespeare aussi...https://youtu.be/41pBo0mHMNM 
