"Anti-GOP, pro-Trump coronavirus protester loses campaign for Ohio state senate #SmartNews"
‘He believed every lie’: Actress blames president for coronavirus death of Trump-loving grandfather #SmartNews #TrumpLiesPeopleDie #TrumpGenocide #GOPCorruptionOverCountry ⁦@GOP⁩ ⁦@TheDemocrats⁩
We’re in this together. We’re stronger than the corona virus 
"RT @StateHealthIN: Worship is as an essential part of life for many Hoosiers. 

This weekend, if you choose to gather to practice your fait…"
U.S. senators face calls to resign for dumping stock before coronavirus crash #SmartNews #GOPCorruption #GOPInsiderTrading ⁦@SenatorLoeffler⁩ ⁦@SenatorBurr⁩ ⁦@GOP⁩https://www.reuters.com/article/us-health-coronavirus-usa-congress-idUSKBN2171AL …
U.S. senators face calls to resign for dumping stock before coronavirus crash #SmartNews #GOPCorruption #GOPInsiderTrading ⁦@SenatorLoeffler⁩ ⁦@SenatorBurr⁩ ⁦@GOP⁩https://www.reuters.com/article/us-health-coronavirus-usa-congress-idUSKBN2171AL …
