"Ok, so follow me on this. The Corona virus has shut down small business. Still haven't opened up most of America. Small business is the blood America runs on. Now the riots...I mean protests are destroying the larger chains that regular sub/urban areas have to rely on."
BREAKING EXCLUSIVE: The Coronavirus Fatality Rate Reported by the Media Is COMPLETELY INACCURATE. The Actual Rate Is LESS THAN THE FLU - MEDIA LYING AGAIN!   Not only the media lying.  https://www.thegatewaypundit.com/2020/03/breaking-exclusive-the-coronavirus-fatality-rate-reported-by-the-media-is-completely-inaccurate-the-actual-rate-is-less-than-the-flu-media-lying-again/ …
BREAKING EXCLUSIVE: The Coronavirus Fatality Rate Reported by the Media Is COMPLETELY INACCURATE. The Actual Rate Is LESS THAN THE FLU - MEDIA LYING AGAIN!   Not only the media lying.  https://www.thegatewaypundit.com/2020/03/breaking-exclusive-the-coronavirus-fatality-rate-reported-by-the-media-is-completely-inaccurate-the-actual-rate-is-less-than-the-flu-media-lying-again/ …
