Breeding ground for the coronavirus.
Yea like @SpeakerPelosi adding 1 billion of our tax dollars in abortion poison in our coronavirus bill We The People so desperately need. The Senate won't pass that BS and she knew it.  Y'all wonder why we have ZERO faith in Congress.
