RT @ldecker_phd: But somehow the country is reopening and we're returning to face to face teaching in the fall. 🤦
Are you looking for ways to add water play at home while camps and pools are closed due to #COVID19 this summer? Re… https://t.co/dIj6kA8c1L
And it was completely manufactured too. This is from before the corona virus pic.twitter.com/LnID0tJIuD
