"YOU NEVER VISIT JAPAN AND CHINA!!!TOKYO OLYMPIC CANCELLATION SOON!!! @realDonaldTrump @Tokyo2020 @Olympics @olympicchannel
#coronavirus #2019nCoV #COVID19 #China #TOKYO2020https://twitter.com/realDonaldTrump/status/1228463577335554049 …"
