"Beijing motor show officially postponed due to coronavirus - The Beijing motor show in April will be postponed in the wake of the coronavirus outbreak, an official announcement has confirmed. 
In a statement posted to the event's website, the show's organisers said: ""To ensure..."
RT @ChiOnwurah: I will not be attending protests in #Newcastle today. This pandemic targets #blacklives &amp; the far-right are trying to turn…
