I see your tired faces. The anguish in your eyes. The dreams never fulfilled. The exhaustion from a daily struggle to find meaning in a grind you do because you know nothing else I’m here to help you. But so is the #coronavirus 
"TIME TO GET BACK INTO TRAINING CAMP!

Watch out for the coronavirus
https://youtu.be/Ut3cHYyWpL8 "
