"FYI: #Impeached-#republican-#trump @realDonaldTrump,
#Religious-#Extremist-#pence @VP,
another #Religious-#Extremist-#pompeo @SecPompeo,
#antichoice-#bigpharma-#azar @SecAzar, and
#gunsOverPeople/#profitsOverPeople @gop leaders #mcconnell & #mccarthy
RE: #coronavirus/#covid19https://twitter.com/CREWcrew/status/1241492311734980608 …"
"FYI: #Impeached-#republican-#trump @realDonaldTrump,
#Religious-#Extremist-#pence @VP,
another #Religious-#Extremist-#pompeo @SecPompeo,
#antichoice-#bigpharma-#azar @SecAzar, and
#gunsOverPeople/#profitsOverPeople @gop leaders #mcconnell & #mccarthy
RE: #coronavirus/#covid19https://twitter.com/CREWcrew/status/1241492311734980608 …"
