LOL A http://dating.com commercial. Love in the Times of Coronavirus. Sure. Go for it!
"Ah, an oldie but goodie. Maybe trump was getting ahead of the Covid19 curve."
Was he the contestant coughing at last night’s debate? #Coronavirus? https://twitter.com/julie_kelly2/status/1232814914231816197 …
