"First Death Caused By A New & Deathly Coronavirus 2019. Identified in Wuhan . Authorities are preventing successfully the spreading of more infections. Closing shops, markets , .. https://www.cdc.gov/coronavirus/novel-coronavirus-2019.html … via @CDCgovpic.twitter.com/wekpngdtyj"
It’s very disappointing. The Coronavirus pandemic has been discussed since more than 2 months. All publicly available data has shown how different & much more dangerous the Corona virus is than the flue & still there aren‘t enough testing kids for the virus- one word: incomprence https://twitter.com/WhiteHouse/status/1237160737933492225 …
