"The Mayor of Houston addresses the nation:

Wear your mask!"
My sister is also a physician— she is being told she may not be able to go home and she’s treating several coronavirus cases in Houston https://twitter.com/seemathewombat/status/1239673484222935040 …
My sister is also a physician— she is being told she may not be able to go home and she’s treating several coronavirus cases in Houston https://twitter.com/seemathewombat/status/1239673484222935040 …
