The coronavirus waves at me when I look at uncooked food.
"On Friday 13th of March 2020 the first case of #Covid_19 was reported in #Suriname. Someone from the #Netherlands entered my country and tested positive.
Suriname ain't got a good medical system ya'll! Wtf gone happen? 

#coronavirus #CoronaOutbreak #CoronavirusPandemic"
