"Can’t wait to be an old woman telling my grandchildren the tales of how we survived the coronavirus outbreak of 2020 

 ...if we survive"
"Can’t wait to be an old woman telling my grandchildren the tales of how we survived the coronavirus outbreak of 2020 

 ...if we survive"
