"https://www.nytimes.com/2020/02/16/us/coronavirus-american-mood.html … 
""Disease is a really powerful way to turn one group of people against another group of people.""

Piece in NYT by @thomasfullerNYT shows America's reaction to coronavirus is depressingly similar to Australia's."
