World Health Organization declares coronavirus outbreak a global emergency; US sees first person-to-person transfer 
China Turns Construction of Coronavirus Hospitals into Reality TV Program https://www.breitbart.com/national-security/2020/01/29/china-turns-construction-coronavirus-hospitals-reality-tv-program/ …
