Remember the coronavirus? Wonder how riots and this virus mixes? I don't think we want to find out.
Yeah . It's absolute alright. Where the hell does this all end. Anybody remember the coronavirus? I have a feeling we haven't heard the last from it either. What an absolute combination that could make
1000 points takes us back to December 2 months ago. Its all about the coronavirus which you haven't figured out a way to blame Trump for yet. Thank God Bernie isn't president
