"RT @NavaMohanRao1: Get well soon Afridi.. 
This is not the way, you should not leave without Boom Boom 🔥🔥"
RT @ANI: Former Pakistan Prime Minister Yousuf Raza Gilani tests positive for #COVID19: Pakistan Media (file pic) https://t.co/ftq0g7gFKj
RT @ANI: Delhi High Court further suspends its &amp; subordinate courts' functioning till June 30 in view of #COVID19. Hearings of urgent matte…
