Coronavirus is Trump's fault. I get it. You want to point fingers? It's more Don Lemons fault!
RT @drdavidsamadi: NO SECOND WAVE.  The toughest part of #COVID19 is behind us. This was a nursing home virus.  Small baby waves and spikes…
world news tonight literally talked about the corona virus for an entire half hour jfc
