The World Health Organization has now named the novel coronavirus COVID-19 https://lnkd.in/gRaCcYp 
New Fronts in the War on Misinformation - The countless false claims that have spread alongside the novel coronavirus are just the latest manifestation of an ongoing problem: the online proliferation of misinformation about science and health http://www8.nationalacademies.org/onpinews/newsitem.aspx?RecordID=322020&_ga=2.169954336.1867417341.1583201230-1689584272.1566819827&utm_source=NASEM+News+and+Publications&utm_campaign=63af2804b5-NAP_mail_new_2020_03_09&utm_medium=email&utm_term=0_96101de015-63af2804b5-101875741&goal=0_96101de015-63af2804b5-101875741&mc_cid=63af2804b5&mc_eid=fe5a82f19b#.XmbX5oMdAzk.twitter …
