i don’t understand when ppl still try to hold events that were cancelled bc of coronavirus like ya it sucks but there’s a reason? unless u wanna get sick? or u don’t even get sick but then u pass it on to someone who can get seriously sick? Y’all ever heard of herd immunity????
i don’t understand when ppl still try to hold events that were cancelled bc of coronavirus like ya it sucks but there’s a reason? unless u wanna get sick? or u don’t even get sick but then u pass it on to someone who can get seriously sick? Y’all ever heard of herd immunity????
