"RT @YourAnonNews: Yesterday, there were 140,927 new cases of #COVID19 and 4,603 additional deaths were reported in the past 24 hours.

This…"
a lot of other universities are adding another week for spring break because of the coronavirus. why can’t we ever do shit like that @UNCG? i’m concerned for my health
