"Who wouldhave thought that the a band called Cheeseburger would have the most relevant song in 2020.

  #COVID19 #coronavirus
https://www.youtube.com/watch?v=DzEHtTe0j3U …"
"Who wouldhave thought that the a band called Cheeseburger would have the most relevant song in 2020.

  #COVID19 #coronavirus
https://www.youtube.com/watch?v=DzEHtTe0j3U …"
