"All of them, or just Pete Townshend?  Seriously, why should we care what they think? It originated in China, that's not a disputed fact, so calling it Chinese Coronavirus is an accurate and descriptive term..even if you find it offensive."
"All of them, or just Pete Townshend?  Seriously, why should we care what they think? It originated in China, that's not a disputed fact, so calling it Chinese Coronavirus is an accurate and descriptive term..even if you find it offensive."
